row_type,epoch,batch,step,batch_loss,running_train_loss,running_train_acc,train_loss,train_acc,val_loss,val_acc,val_acc_A,val_acc_B,val_acc_C,val_acc_Five,val_acc_Point,val_acc_V
batch,3,42,170,0.004696673713624477,0.07472399911577148,0.9747023809523809,,,,,,,,,,
batch,3,43,171,0.059734418988227844,0.07437540422908442,0.9749273255813954,,,,,,,,,,
batch,3,44,172,0.07241583615541458,0.07433086859104647,0.9747869318181818,,,,,,,,,,
batch,3,45,173,0.040254198014736176,0.07357360924490625,0.975,,,,,,,,,,
batch,3,46,174,0.022126711905002594,0.07245519843316921,0.9755434782608695,,,,,,,,,,
batch,3,47,175,0.04593207687139511,0.07189087669781231,0.9753989361702128,,,,,,,,,,
batch,3,48,176,0.02880316972732544,0.07099321613592717,0.9759114583333334,,,,,,,,,,
batch,3,49,177,0.026121029630303383,0.07007745722764913,0.9764030612244898,,,,,,,,,,
batch,3,50,178,0.003907856997102499,0.0687540652230382,0.976875,,,,,,,,,,
batch,3,51,179,0.005721246358007193,0.06751812759823367,0.977328431372549,,,,,,,,,,
batch,3,52,180,0.0035777075681835413,0.06628850413611732,0.9777644230769231,,,,,,,,,,
batch,3,53,181,0.00793686043471098,0.06518752972665683,0.9781839622641509,,,,,,,,,,
batch,3,54,182,0.09238653630018234,0.06569121503357396,0.9780092592592593,,,,,,,,,,
batch,3,55,183,0.10556425899267197,0.06641617946919393,0.978125,,,,,,,,,,
batch,3,56,184,0.014786990359425545,0.06549422966366235,0.978515625,,,,,,,,,,
batch,3,57,185,0.036928690969944,0.06499307986201816,0.9786184210526315,,,,,,,,,,
batch,3,58,186,0.0008130970527417958,0.06388652843427202,0.9789870689655172,,,,,,,,,,
batch,3,59,187,0.007260069251060486,0.06292675793964132,0.979343220338983,,,,,,,,,,
batch,3,60,188,0.0032836212776601315,0.06193270566194163,0.9796875,,,,,,,,,,
batch,3,61,189,0.04826997220516205,0.061708726424945244,0.9797643442622951,,,,,,,,,,
batch,3,62,190,0.015714017674326897,0.06096687628380624,0.9798387096774194,,,,,,,,,,
batch,3,63,191,0.000493285886477679,0.06000697802353118,0.9801587301587301,,,,,,,,,,
batch,3,64,192,0.3778782784938812,0.06024331356291434,0.9799256505576208,,,,,,,,,,
epoch,3,,192,,,,0.06024331356291434,0.9799256505576208,0.06997890788227765,0.981094527363184,0.9924528301886792,0.9801980198019802,1.0,0.9858156028368794,0.9856115107913669,0.91
batch,4,1,193,0.09138194471597672,0.09138194471597672,0.984375,,,,,,,,,,
batch,4,2,194,0.03175812587141991,0.06157003529369831,0.984375,,,,,,,,,,
batch,4,3,195,0.47690290212631226,0.20001432423790297,0.9583333333333334,,,,,,,,,,
batch,4,4,196,0.1848558783531189,0.19622471276670694,0.94921875,,,,,,,,,,
batch,4,5,197,0.05070517212152481,0.1671208046376705,0.959375,,,,,,,,,,
batch,4,6,198,0.08149086683988571,0.15284914833803973,0.9635416666666666,,,,,,,,,,
batch,4,7,199,0.13001495599746704,0.14958712086081505,0.9620535714285714,,,,,,,,,,
batch,4,8,200,0.21378029882907867,0.157611268106848,0.953125,,,,,,,,,,
batch,4,9,201,0.07167533785104752,0.14806283141175905,0.9548611111111112,,,,,,,,,,
batch,4,10,202,0.1600961536169052,0.14926616363227369,0.9546875,,,,,,,,,,
batch,4,11,203,0.12824741005897522,0.14735536785288292,0.953125,,,,,,,,,,
batch,4,12,204,0.09112358093261719,0.14266938560952744,0.9557291666666666,,,,,,,,,,
batch,4,13,205,0.09262559562921524,0.13881986330334956,0.9579326923076923,,,,,,,,,,
batch,4,14,206,0.1131388321518898,0.13698550393538816,0.9598214285714286,,,,,,,,,,
batch,4,15,207,0.1191573441028595,0.13579695994655291,0.9604166666666667,,,,,,,,,,
batch,4,16,208,0.034811392426490784,0.12948536197654903,0.962890625,,,,,,,,,,
batch,4,17,209,0.06366682052612305,0.12561368306770043,0.9632352941176471,,,,,,,,,,
batch,4,18,210,0.09010913968086243,0.12364120843509833,0.9626736111111112,,,,,,,,,,
batch,4,19,211,0.008952492848038673,0.11760496024630572,0.9646381578947368,,,,,,,,,,
batch,4,20,212,0.012292489409446716,0.11233933670446276,0.96640625,,,,,,,,,,
batch,4,21,213,0.06992913782596588,0.11031980342453435,0.9672619047619048,,,,,,,,,,
batch,4,22,214,0.009951381012797356,0.10575760240581902,0.96875,,,,,,,,,,
batch,4,23,215,0.0029898323118686676,0.10128943848869075,0.970108695652174,,,,,,,,,,
batch,4,24,216,0.004237132612615824,0.09724559241052096,0.9713541666666666,,,,,,,,,,
batch,4,25,217,0.035465266555547714,0.09477437937632203,0.971875,,,,,,,,,,
batch,4,26,218,0.07391239702701569,0.09397199543981025,0.9723557692307693,,,,,,,,,,
batch,4,27,219,0.028196699917316437,0.09153587338342159,0.9728009259259259,,,,,,,,,,
batch,4,28,220,0.14805302023887634,0.09355434291397355,0.97265625,,,,,,,,,,
batch,4,29,221,0.03976057842373848,0.09169938551775854,0.9730603448275862,,,,,,,,,,
batch,4,30,222,0.006063861772418022,0.08884486805958053,0.9739583333333334,,,,,,,,,,
batch,4,31,223,0.005883184261620045,0.08616868471125921,0.9747983870967742,,,,,,,,,,
batch,4,32,224,0.014652663841843605,0.08393380905908998,0.9755859375,,,,,,,,,,
batch,4,33,225,0.022171856835484505,0.08206223474928376,0.9763257575757576,,,,,,,,,,
batch,4,34,226,0.0020242983009666204,0.07970817779492148,0.9770220588235294,,,,,,,,,,
batch,4,35,227,0.01592584326863289,0.07788582537988467,0.9776785714285714,,,,,,,,,,
batch,4,36,228,0.015592089854180813,0.076155443837504,0.9782986111111112,,,,,,,,,,
batch,4,37,229,0.014533917419612408,0.074489997177561,0.9788851351351351,,,,,,,,,,
batch,4,38,230,0.028462743386626244,0.07327875365674692,0.9794407894736842,,,,,,,,,,
batch,4,39,231,0.015079907141625881,0.07178647554097459,0.9799679487179487,,,,,,,,,,
batch,4,40,232,0.030656272545456886,0.07075822046608664,0.980078125,,,,,,,,,,
batch,4,41,233,0.04623031243681908,0.0701599788068362,0.9801829268292683,,,,,,,,,,
batch,4,42,234,0.013424123637378216,0.06880912511232531,0.9806547619047619,,,,,,,,,,
batch,4,43,235,0.00293974787928164,0.0672772791301615,0.9811046511627907,,,,,,,,,,
batch,4,44,236,0.003039673203602433,0.06581733354092152,0.9815340909090909,,,,,,,,,,
batch,4,45,237,0.0263524167239666,0.06494033538943364,0.9819444444444444,,,,,,,,,,
batch,4,46,238,0.10091964900493622,0.065722494381075,0.9819972826086957,,,,,,,,,,
batch,4,47,239,0.001810499932616949,0.06436266471195887,0.9823803191489362,,,,,,,,,,
batch,4,48,240,0.006462662480771542,0.0631564146654758,0.9827473958333334,,,,,,,,,,
batch,4,49,241,0.026457954198122025,0.06240746649267266,0.982780612244898,,,,,,,,,,
batch,4,50,242,0.0022152296733111143,0.06120362175628543,0.983125,,,,,,,,,,
batch,4,51,243,0.009844457730650902,0.06019657932441024,0.9834558823529411,,,,,,,,,,
batch,4,52,244,0.044014234095811844,0.059885380377706424,0.9834735576923077,,,,,,,,,,
batch,4,53,245,0.0037952365819364786,0.05882707577778624,0.9837853773584906,,,,,,,,,,
batch,4,54,246,0.00923936814069748,0.05790878489561793,0.9840856481481481,,,,,,,,,,
batch,4,55,247,0.0016340874135494232,0.05688560857776214,0.984375,,,,,,,,,,
batch,4,56,248,0.000704949488863349,0.05588238252260323,0.9846540178571429,,,,,,,,,,
batch,4,57,249,0.001041509909555316,0.0549202619504445,0.9849232456140351,,,,,,,,,,
batch,4,58,250,0.024039331823587418,0.054387832120671095,0.9851831896551724,,,,,,,,,,
batch,4,59,251,0.0006593996076844633,0.0534771807221459,0.9854343220338984,,,,,,,,,,
batch,4,60,252,0.0358070507645607,0.05318267855618615,0.9854166666666667,,,,,,,,,,
batch,4,61,253,0.0010246771853417158,0.05232762935338542,0.985655737704918,,,,,,,,,,
batch,4,62,254,0.023701971396803856,0.05186592519279539,0.9856350806451613,,,,,,,,,,
batch,4,63,255,0.0004450730630196631,0.05104972119073546,0.9858630952380952,,,,,,,,,,
batch,4,64,256,0.011088255792856216,0.051020010064045586,0.9858736059479554,,,,,,,,,,
epoch,4,,256,,,,0.051020010064045586,0.9858736059479554,0.01504170461666402,0.9940298507462687,0.9962264150943396,0.9702970297029703,1.0,0.9929078014184397,0.9964028776978417,1.0
batch,5,1,257,0.019373394548892975,0.019373394548892975,0.984375,,,,,,,,,,
batch,5,2,258,0.0024561183527112007,0.010914756450802088,0.9921875,,,,,,,,,,
batch,5,3,259,0.0804474875330925,0.03409233347823223,0.984375,,,,,,,,,,
batch,5,4,260,0.018171001225709915,0.030112000415101647,0.984375,,,,,,,,,,
batch,5,5,261,0.0024936599656939507,0.02458833232522011,0.9875,,,,,,,,,,
batch,5,6,262,0.020566487684845924,0.023918024885157745,0.9869791666666666,,,,,,,,,,
batch,5,7,263,0.0002996850525960326,0.020543976337648928,0.9888392857142857,,,,,,,,,,
batch,5,8,264,0.0120167201384902,0.019478069312754087,0.990234375,,,,,,,,,,
batch,5,9,265,0.016277246177196503,0.019122422297692135,0.9913194444444444,,,,,,,,,,
batch,5,10,266,0.010354302823543549,0.018245610350277275,0.9921875,,,,,,,,,,
batch,5,11,267,0.006110488902777433,0.017142417491413653,0.9928977272727273,,,,,,,,,,
batch,5,12,268,0.00012063575559295714,0.015723935680095263,0.9934895833333334,,,,,,,,,,
batch,5,13,269,0.0007323184981942177,0.014570734358410565,0.9939903846153846,,,,,,,,,,
batch,5,14,270,0.009949074126780033,0.014240615770436957,0.9944196428571429,,,,,,,,,,
batch,5,15,271,0.042903341352939606,0.0161514641426038,0.9927083333333333,,,,,,,,,,
batch,5,16,272,0.002187988953664899,0.015278746943295118,0.9931640625,,,,,,,,,,
batch,5,17,273,0.0002631820098031312,0.01439547841779559,0.9935661764705882,,,,,,,,,,
batch,5,18,274,0.00033428825554437935,0.01361430118655941,0.9939236111111112,,,,,,,,,,
batch,5,19,275,0.00026638683630153537,0.012911779378651102,0.9942434210526315,,,,,,,,,,
batch,5,20,276,0.0010989272268489003,0.012321136771060993,0.99453125,,,,,,,,,,
batch,5,21,277,0.00015772320330142975,0.01174192660116768,0.9947916666666666,,,,,,,,,,
batch,5,22,278,0.002513317856937647,0.01132244438552086,0.9950284090909091,,,,,,,,,,
batch,5,23,279,0.0027010911144316196,0.010947602938951763,0.9952445652173914,,,,,,,,,,
batch,5,24,280,0.00028630689484998584,0.010503382270447522,0.9954427083333334,,,,,,,,,,
batch,5,25,281,0.012459950521588326,0.010581645000493155,0.995,,,,,,,,,,
batch,5,26,282,0.010341846384108067,0.010572421976786036,0.9951923076923077,,,,,,,,,,
batch,5,27,283,0.002335997996851802,0.010267369236788471,0.9953703703703703,,,,,,,,,,
batch,5,28,284,0.0009847935289144516,0.00993584867579297,0.9955357142857143,,,,,,,,,,
batch,5,29,285,0.0007512131705880165,0.009619137106647972,0.9956896551724138,,,,,,,,,,
batch,5,30,286,0.00012597526074387133,0.009302698378451168,0.9958333333333333,,,,,,,,,,
batch,5,31,287,0.001279022078961134,0.009043870110725683,0.9959677419354839,,,,,,,,,,
batch,5,32,288,0.0007718972628936172,0.008785370959230931,0.99609375,,,,,,,,,,
batch,5,33,289,0.11326377093791962,0.011951383079797255,0.9952651515151515,,,,,,,,,,
batch,5,34,290,0.000514553626999259,0.011615005742950255,0.9954044117647058,,,,,,,,,,
batch,5,35,291,0.011679581366479397,0.011616850760765374,0.9955357142857143,,,,,,,,,,
batch,5,36,292,0.018247472122311592,0.01180103468747499,0.9956597222222222,,,,,,,,,,
batch,5,37,293,0.00017494159692432731,0.011486815955297946,0.995777027027027,,,,,,,,,,
batch,5,38,294,0.0009010754292830825,0.011208243836192292,0.9958881578947368,,,,,,,,,,
batch,5,39,295,0.0025155881885439157,0.010985355229842333,0.9959935897435898,,,,,,,,,,
batch,5,40,296,0.04580337554216385,0.011855805737650372,0.995703125,,,,,,,,,,
batch,5,41,297,0.0025716612581163645,0.011629363189369054,0.9958079268292683,,,,,,,,,,
batch,5,42,298,0.0010315722320228815,0.011377034833241765,0.9959077380952381,,,,,,,,,,
